ID,File Path,File Name,Callable Name,Parameters,Type,Class Name,Super Class Name,Package Name,Is Override
2300,D:\HDU\project\tomcat\java\org\apache\catalina\webresources\ClasspathURLStreamHandler.java,ClasspathURLStreamHandler.java,openConnection,[URL u],Method,ClasspathURLStreamHandler,URLStreamHandler,org.apache.catalina.webresources,true
2301,D:\HDU\project\tomcat\java\org\apache\catalina\webresources\DirResourceSet.java,DirResourceSet.java,DirResourceSet,"[WebResourceRoot root, String webAppMount, String base, String internalPath]",Constructor,DirResourceSet,AbstractFileResourceSet,org.apache.catalina.webresources,false
2302,D:\HDU\project\tomcat\java\org\apache\catalina\webresources\DirResourceSet.java,DirResourceSet.java,getResource,[String path],Method,DirResourceSet,AbstractFileResourceSet,org.apache.catalina.webresources,true
2303,D:\HDU\project\tomcat\java\org\apache\catalina\webresources\DirResourceSet.java,DirResourceSet.java,list,[String path],Method,DirResourceSet,AbstractFileResourceSet,org.apache.catalina.webresources,true
2304,D:\HDU\project\tomcat\java\org\apache\catalina\webresources\DirResourceSet.java,DirResourceSet.java,listWebAppPaths,[String path],Method,DirResourceSet,AbstractFileResourceSet,org.apache.catalina.webresources,true
2305,D:\HDU\project\tomcat\java\org\apache\catalina\webresources\DirResourceSet.java,DirResourceSet.java,mkdir,[String path],Method,DirResourceSet,AbstractFileResourceSet,org.apache.catalina.webresources,true
2306,D:\HDU\project\tomcat\java\org\apache\catalina\webresources\DirResourceSet.java,DirResourceSet.java,write,"[String path, InputStream is, boolean overwrite]",Method,DirResourceSet,AbstractFileResourceSet,org.apache.catalina.webresources,true
2307,D:\HDU\project\tomcat\java\org\apache\catalina\webresources\DirResourceSet.java,DirResourceSet.java,initInternal,[],Method,DirResourceSet,AbstractFileResourceSet,org.apache.catalina.webresources,true
2308,D:\HDU\project\tomcat\java\org\apache\catalina\webresources\ExtractingRoot.java,ExtractingRoot.java,processWebInfLib,[],Method,ExtractingRoot,StandardRoot,org.apache.catalina.webresources,true
2309,D:\HDU\project\tomcat\java\org\apache\catalina\webresources\FileResource.java,FileResource.java,FileResource,"[WebResourceRoot root, String webAppPath, File resource, boolean readOnly, Manifest manifest]",Constructor,FileResource,AbstractResource,org.apache.catalina.webresources,false
2310,D:\HDU\project\tomcat\java\org\apache\catalina\webresources\FileResource.java,FileResource.java,getContent,[],Method,FileResource,AbstractResource,org.apache.catalina.webresources,true
2311,D:\HDU\project\tomcat\java\org\apache\catalina\webresources\FileResource.java,FileResource.java,getCreation,[],Method,FileResource,AbstractResource,org.apache.catalina.webresources,true
2312,D:\HDU\project\tomcat\java\org\apache\catalina\webresources\FileResource.java,FileResource.java,getURL,[],Method,FileResource,AbstractResource,org.apache.catalina.webresources,true
2313,D:\HDU\project\tomcat\java\org\apache\catalina\webresources\FileResourceSet.java,FileResourceSet.java,FileResourceSet,"[WebResourceRoot root, String webAppMount, String base, String internalPath]",Constructor,FileResourceSet,AbstractFileResourceSet,org.apache.catalina.webresources,false
2314,D:\HDU\project\tomcat\java\org\apache\catalina\webresources\FileResourceSet.java,FileResourceSet.java,getResource,[String path],Method,FileResourceSet,AbstractFileResourceSet,org.apache.catalina.webresources,true
2315,D:\HDU\project\tomcat\java\org\apache\catalina\webresources\FileResourceSet.java,FileResourceSet.java,list,[String path],Method,FileResourceSet,AbstractFileResourceSet,org.apache.catalina.webresources,true
2316,D:\HDU\project\tomcat\java\org\apache\catalina\webresources\FileResourceSet.java,FileResourceSet.java,listWebAppPaths,[String path],Method,FileResourceSet,AbstractFileResourceSet,org.apache.catalina.webresources,true
2317,D:\HDU\project\tomcat\java\org\apache\catalina\webresources\JarContents.java,JarContents.java,JarContents,[JarFile jar],Constructor,JarContents,,org.apache.catalina.webresources,false
2318,D:\HDU\project\tomcat\java\org\apache\catalina\webresources\JarContents.java,JarContents.java,hashcode,"[String content, int startPos, int endPos, int hashPrime]",Method,JarContents,,org.apache.catalina.webresources,false
2319,D:\HDU\project\tomcat\java\org\apache\catalina\webresources\JarContents.java,JarContents.java,mightContainResource,"[String path, String webappRoot]",Method,JarContents,,org.apache.catalina.webresources,false
2320,D:\HDU\project\tomcat\java\org\apache\catalina\webresources\JarResourceRoot.java,JarResourceRoot.java,JarResourceRoot,"[WebResourceRoot root, File base, String baseUrl, String webAppPath]",Constructor,JarResourceRoot,AbstractResource,org.apache.catalina.webresources,false
2321,D:\HDU\project\tomcat\java\org\apache\catalina\webresources\JarResourceRoot.java,JarResourceRoot.java,getURL,[],Method,JarResourceRoot,AbstractResource,org.apache.catalina.webresources,true
2322,D:\HDU\project\tomcat\java\org\apache\catalina\webresources\JarWarResource.java,JarWarResource.java,getJarInputStreamWrapper,[],Method,JarWarResource,AbstractArchiveResource,org.apache.catalina.webresources,true
2323,D:\HDU\project\tomcat\java\org\apache\catalina\webresources\JarWarResourceSet.java,JarWarResourceSet.java,JarWarResourceSet,"[WebResourceRoot root, String webAppMount, String base, String archivePath, String internalPath]",Constructor,JarWarResourceSet,AbstractArchiveResourceSet,org.apache.catalina.webresources,false
2324,D:\HDU\project\tomcat\java\org\apache\catalina\webresources\JarWarResourceSet.java,JarWarResourceSet.java,getArchiveEntries,[boolean single],Method,JarWarResourceSet,AbstractArchiveResourceSet,org.apache.catalina.webresources,true
2325,D:\HDU\project\tomcat\java\org\apache\catalina\webresources\JarWarResourceSet.java,JarWarResourceSet.java,processArchivesEntriesForMultiRelease,[],Method,JarWarResourceSet,AbstractArchiveResourceSet,org.apache.catalina.webresources,false
2326,D:\HDU\project\tomcat\java\org\apache\catalina\webresources\JarWarResourceSet.java,JarWarResourceSet.java,initInternal,[],Method,JarWarResourceSet,AbstractArchiveResourceSet,org.apache.catalina.webresources,true
2327,D:\HDU\project\tomcat\java\org\apache\catalina\webresources\StandardRoot.java,StandardRoot.java,list,"[String path, boolean validate]",Method,StandardRoot,LifecycleMBeanBase,org.apache.catalina.webresources,false
2328,D:\HDU\project\tomcat\java\org\apache\catalina\webresources\StandardRoot.java,StandardRoot.java,listWebAppPaths,[String path],Method,StandardRoot,LifecycleMBeanBase,org.apache.catalina.webresources,true
2329,D:\HDU\project\tomcat\java\org\apache\catalina\webresources\StandardRoot.java,StandardRoot.java,write,"[String path, InputStream is, boolean overwrite]",Method,StandardRoot,LifecycleMBeanBase,org.apache.catalina.webresources,true
2330,D:\HDU\project\tomcat\java\org\apache\catalina\webresources\StandardRoot.java,StandardRoot.java,validate,[String path],Method,StandardRoot,LifecycleMBeanBase,org.apache.catalina.webresources,false
2331,D:\HDU\project\tomcat\java\org\apache\catalina\webresources\StandardRoot.java,StandardRoot.java,getResourceInternal,"[String path, boolean useClassLoaderResources]",Method,StandardRoot,LifecycleMBeanBase,org.apache.catalina.webresources,false
2332,D:\HDU\project\tomcat\java\org\apache\catalina\webresources\StandardRoot.java,StandardRoot.java,getResourcesInternal,"[String path, boolean useClassLoaderResources]",Method,StandardRoot,LifecycleMBeanBase,org.apache.catalina.webresources,false
2333,D:\HDU\project\tomcat\java\org\apache\catalina\webresources\StandardRoot.java,StandardRoot.java,listResources,"[String path, boolean validate]",Method,StandardRoot,LifecycleMBeanBase,org.apache.catalina.webresources,false
2334,D:\HDU\project\tomcat\java\org\apache\catalina\webresources\StandardRoot.java,StandardRoot.java,createWebResourceSet,"[ResourceSetType type, String webAppMount, String base, String archivePath, String internalPath]",Method,StandardRoot,LifecycleMBeanBase,org.apache.catalina.webresources,true
2335,D:\HDU\project\tomcat\java\org\apache\catalina\webresources\StandardRoot.java,StandardRoot.java,processWebInfLib,[],Method,StandardRoot,LifecycleMBeanBase,org.apache.catalina.webresources,false
2336,D:\HDU\project\tomcat\java\org\apache\catalina\webresources\StandardRoot.java,StandardRoot.java,getBaseUrls,[],Method,StandardRoot,LifecycleMBeanBase,org.apache.catalina.webresources,true
2337,D:\HDU\project\tomcat\java\org\apache\catalina\webresources\StandardRoot.java,StandardRoot.java,initInternal,[],Method,StandardRoot,LifecycleMBeanBase,org.apache.catalina.webresources,true
2338,D:\HDU\project\tomcat\java\org\apache\catalina\webresources\StandardRoot.java,StandardRoot.java,startInternal,[],Method,StandardRoot,LifecycleMBeanBase,org.apache.catalina.webresources,true
2339,D:\HDU\project\tomcat\java\org\apache\catalina\webresources\StandardRoot.java,StandardRoot.java,createMainResourceSet,[],Method,StandardRoot,LifecycleMBeanBase,org.apache.catalina.webresources,false
2340,D:\HDU\project\tomcat\java\org\apache\catalina\webresources\StandardRoot.java,StandardRoot.java,stopInternal,[],Method,StandardRoot,LifecycleMBeanBase,org.apache.catalina.webresources,true
2341,D:\HDU\project\tomcat\java\org\apache\catalina\webresources\StandardRoot.java,StandardRoot.java,BaseLocation,[URL url],Constructor,BaseLocation,,org.apache.catalina.webresources,false
2342,D:\HDU\project\tomcat\java\org\apache\catalina\webresources\TomcatJarInputStream.java,TomcatJarInputStream.java,createZipEntry,[String name],Method,TomcatJarInputStream,JarInputStream,org.apache.catalina.webresources,true
2343,D:\HDU\project\tomcat\java\org\apache\catalina\webresources\TomcatURLStreamHandlerFactory.java,TomcatURLStreamHandlerFactory.java,release,[ClassLoader classLoader],Method,TomcatURLStreamHandlerFactory,,org.apache.catalina.webresources,false
2344,D:\HDU\project\tomcat\java\org\apache\catalina\webresources\TomcatURLStreamHandlerFactory.java,TomcatURLStreamHandlerFactory.java,createURLStreamHandler,[String protocol],Method,TomcatURLStreamHandlerFactory,,org.apache.catalina.webresources,true
2345,D:\HDU\project\tomcat\java\org\apache\catalina\webresources\TrackedInputStream.java,TrackedInputStream.java,toString,[],Method,TrackedInputStream,InputStream,org.apache.catalina.webresources,true
2346,D:\HDU\project\tomcat\java\org\apache\coyote\AbstractProcessor.java,AbstractProcessor.java,AbstractProcessor,"[Adapter adapter, Request coyoteRequest, Response coyoteResponse]",Constructor,AbstractProcessor,AbstractProcessorLight,org.apache.coyote,false
2347,D:\HDU\project\tomcat\java\org\apache\coyote\AbstractProcessor.java,AbstractProcessor.java,setErrorState,"[ErrorState errorState, Throwable t]",Method,AbstractProcessor,AbstractProcessorLight,org.apache.coyote,false
2348,D:\HDU\project\tomcat\java\org\apache\coyote\AbstractProcessor.java,AbstractProcessor.java,dispatch,[SocketEvent status],Method,AbstractProcessor,AbstractProcessorLight,org.apache.coyote,true
2349,D:\HDU\project\tomcat\java\org\apache\coyote\AbstractProcessor.java,AbstractProcessor.java,parseHost,[MessageBytes valueMB],Method,AbstractProcessor,AbstractProcessorLight,org.apache.coyote,false
2350,D:\HDU\project\tomcat\java\org\apache\coyote\AbstractProcessor.java,AbstractProcessor.java,action,"[ActionCode actionCode, Object param]",Method,AbstractProcessor,AbstractProcessorLight,org.apache.coyote,true
2351,D:\HDU\project\tomcat\java\org\apache\coyote\AbstractProcessor.java,AbstractProcessor.java,timeoutAsync,[long now],Method,AbstractProcessor,AbstractProcessorLight,org.apache.coyote,true
2352,D:\HDU\project\tomcat\java\org\apache\coyote\AbstractProcessor.java,AbstractProcessor.java,populateSslRequestAttributes,[],Method,AbstractProcessor,AbstractProcessorLight,org.apache.coyote,false
2353,D:\HDU\project\tomcat\java\org\apache\coyote\AbstractProcessor.java,AbstractProcessor.java,executeDispatches,[],Method,AbstractProcessor,AbstractProcessorLight,org.apache.coyote,false
2354,D:\HDU\project\tomcat\java\org\apache\coyote\AbstractProcessorLight.java,AbstractProcessorLight.java,process,"[SocketWrapperBase<?> socketWrapper, SocketEvent status]",Method,AbstractProcessorLight,,org.apache.coyote,true
2355,D:\HDU\project\tomcat\java\org\apache\coyote\AbstractProtocol.java,AbstractProtocol.java,AbstractProtocol,"[AbstractEndpoint<S, ?> endpoint]",Constructor,AbstractProtocol,,org.apache.coyote,false
2356,D:\HDU\project\tomcat\java\org\apache\coyote\AbstractProtocol.java,AbstractProtocol.java,getNameInternal,[],Method,AbstractProtocol,,org.apache.coyote,false
2357,D:\HDU\project\tomcat\java\org\apache\coyote\AbstractProtocol.java,AbstractProtocol.java,createObjectName,[],Method,AbstractProtocol,,org.apache.coyote,false
2358,D:\HDU\project\tomcat\java\org\apache\coyote\AbstractProtocol.java,AbstractProtocol.java,init,[],Method,AbstractProtocol,,org.apache.coyote,true
2359,D:\HDU\project\tomcat\java\org\apache\coyote\AbstractProtocol.java,AbstractProtocol.java,start,[],Method,AbstractProtocol,,org.apache.coyote,true
2360,D:\HDU\project\tomcat\java\org\apache\coyote\AbstractProtocol.java,AbstractProtocol.java,startAsyncTimeout,[],Method,AbstractProtocol,,org.apache.coyote,false
2361,D:\HDU\project\tomcat\java\org\apache\coyote\AbstractProtocol.java,AbstractProtocol.java,stop,[],Method,AbstractProtocol,,org.apache.coyote,true
2362,D:\HDU\project\tomcat\java\org\apache\coyote\AbstractProtocol.java,AbstractProtocol.java,destroy,[],Method,AbstractProtocol,,org.apache.coyote,true
2363,D:\HDU\project\tomcat\java\org\apache\coyote\AbstractProtocol.java,AbstractProtocol.java,process,"[SocketWrapperBase<S> wrapper, SocketEvent status]",Method,ConnectionHandler,,org.apache.coyote,true
2364,D:\HDU\project\tomcat\java\org\apache\coyote\AbstractProtocol.java,AbstractProtocol.java,release,[Processor processor],Method,ConnectionHandler,,org.apache.coyote,false
2365,D:\HDU\project\tomcat\java\org\apache\coyote\AbstractProtocol.java,AbstractProtocol.java,register,[Processor processor],Method,ConnectionHandler,,org.apache.coyote,false
2366,D:\HDU\project\tomcat\java\org\apache\coyote\AbstractProtocol.java,AbstractProtocol.java,unregister,[Processor processor],Method,ConnectionHandler,,org.apache.coyote,false
2367,D:\HDU\project\tomcat\java\org\apache\coyote\AbstractProtocol.java,AbstractProtocol.java,push,[Processor processor],Method,RecycledProcessors,SynchronizedStack,org.apache.coyote,true
2368,D:\HDU\project\tomcat\java\org\apache\coyote\ajp\AjpMessage.java,AjpMessage.java,end,[],Method,AjpMessage,,org.apache.coyote.ajp,false
2369,D:\HDU\project\tomcat\java\org\apache\coyote\ajp\AjpMessage.java,AjpMessage.java,appendBytes,[MessageBytes mb],Method,AjpMessage,,org.apache.coyote.ajp,false
2370,D:\HDU\project\tomcat\java\org\apache\coyote\ajp\AjpMessage.java,AjpMessage.java,appendByteChunk,[ByteChunk bc],Method,AjpMessage,,org.apache.coyote.ajp,false
2371,D:\HDU\project\tomcat\java\org\apache\coyote\ajp\AjpMessage.java,AjpMessage.java,checkOverflow,[int numBytes],Method,AjpMessage,,org.apache.coyote.ajp,false
2372,D:\HDU\project\tomcat\java\org\apache\coyote\ajp\AjpMessage.java,AjpMessage.java,doGetBytes,"[MessageBytes mb, boolean terminated]",Method,AjpMessage,,org.apache.coyote.ajp,false
2373,D:\HDU\project\tomcat\java\org\apache\coyote\ajp\AjpMessage.java,AjpMessage.java,getLongInt,[],Method,AjpMessage,,org.apache.coyote.ajp,false
2374,D:\HDU\project\tomcat\java\org\apache\coyote\ajp\AjpMessage.java,AjpMessage.java,processHeader,[boolean toContainer],Method,AjpMessage,,org.apache.coyote.ajp,false
2375,D:\HDU\project\tomcat\java\org\apache\coyote\ajp\AjpMessage.java,AjpMessage.java,dump,[String prefix],Method,AjpMessage,,org.apache.coyote.ajp,false
2376,D:\HDU\project\tomcat\java\org\apache\coyote\ajp\AjpMessage.java,AjpMessage.java,hexLine,"[byte[] buf, int start, int len]",Method,AjpMessage,,org.apache.coyote.ajp,false
2377,D:\HDU\project\tomcat\java\org\apache\coyote\ajp\AjpProcessor.java,AjpProcessor.java,,,Static Initializer,AjpProcessor,AbstractProcessor,org.apache.coyote.ajp,false
2378,D:\HDU\project\tomcat\java\org\apache\coyote\ajp\AjpProcessor.java,AjpProcessor.java,AjpProcessor,"[AbstractAjpProtocol<?> protocol, Adapter adapter]",Constructor,AjpProcessor,AbstractProcessor,org.apache.coyote.ajp,false
2379,D:\HDU\project\tomcat\java\org\apache\coyote\ajp\AjpProcessor.java,AjpProcessor.java,service,[SocketWrapperBase<?> socket],Method,AjpProcessor,AbstractProcessor,org.apache.coyote.ajp,true
2380,D:\HDU\project\tomcat\java\org\apache\coyote\ajp\AjpProcessor.java,AjpProcessor.java,recycle,[],Method,AjpProcessor,AbstractProcessor,org.apache.coyote.ajp,true
2381,D:\HDU\project\tomcat\java\org\apache\coyote\ajp\AjpProcessor.java,AjpProcessor.java,receive,[boolean block],Method,AjpProcessor,AbstractProcessor,org.apache.coyote.ajp,false
2382,D:\HDU\project\tomcat\java\org\apache\coyote\ajp\AjpProcessor.java,AjpProcessor.java,readMessage,"[AjpMessage message, boolean block]",Method,AjpProcessor,AbstractProcessor,org.apache.coyote.ajp,false
2383,D:\HDU\project\tomcat\java\org\apache\coyote\ajp\AjpProcessor.java,AjpProcessor.java,refillReadBuffer,[boolean block],Method,AjpProcessor,AbstractProcessor,org.apache.coyote.ajp,false
2384,D:\HDU\project\tomcat\java\org\apache\coyote\ajp\AjpProcessor.java,AjpProcessor.java,prepareRequest,[],Method,AjpProcessor,AbstractProcessor,org.apache.coyote.ajp,false
2385,D:\HDU\project\tomcat\java\org\apache\coyote\ajp\AjpProcessor.java,AjpProcessor.java,prepareResponse,[],Method,AjpProcessor,AbstractProcessor,org.apache.coyote.ajp,true
2386,D:\HDU\project\tomcat\java\org\apache\coyote\ajp\AjpProcessor.java,AjpProcessor.java,finishResponse,[],Method,AjpProcessor,AbstractProcessor,org.apache.coyote.ajp,true
2387,D:\HDU\project\tomcat\java\org\apache\coyote\ajp\AjpProcessor.java,AjpProcessor.java,setRequestBody,[ByteChunk body],Method,AjpProcessor,AbstractProcessor,org.apache.coyote.ajp,true
2388,D:\HDU\project\tomcat\java\org\apache\coyote\ajp\AjpProcessor.java,AjpProcessor.java,populateSslRequestAttributes,[],Method,AjpProcessor,AbstractProcessor,org.apache.coyote.ajp,true
2389,D:\HDU\project\tomcat\java\org\apache\coyote\ajp\AjpProcessor.java,AjpProcessor.java,read,"[byte[] buf, int pos, int n, boolean block]",Method,AjpProcessor,AbstractProcessor,org.apache.coyote.ajp,false
2390,D:\HDU\project\tomcat\java\org\apache\coyote\ajp\AjpProcessor.java,AjpProcessor.java,writeData,[ByteBuffer chunk],Method,AjpProcessor,AbstractProcessor,org.apache.coyote.ajp,false
2391,D:\HDU\project\tomcat\java\org\apache\coyote\ajp\AjpProcessor.java,AjpProcessor.java,doRead,[ApplicationBufferHandler handler],Method,SocketInputBuffer,,org.apache.coyote.ajp,true
2392,D:\HDU\project\tomcat\java\org\apache\coyote\ajp\AjpProcessor.java,AjpProcessor.java,doWrite,[ByteBuffer chunk],Method,SocketOutputBuffer,,org.apache.coyote.ajp,true
2393,D:\HDU\project\tomcat\java\org\apache\coyote\AsyncStateMachine.java,AsyncStateMachine.java,isAsync,[],Method,AsyncStateMachine,,org.apache.coyote,false
2394,D:\HDU\project\tomcat\java\org\apache\coyote\AsyncStateMachine.java,AsyncStateMachine.java,asyncStart,[AsyncContextCallback asyncCtxt],Method,AsyncStateMachine,,org.apache.coyote,false
2395,D:\HDU\project\tomcat\java\org\apache\coyote\AsyncStateMachine.java,AsyncStateMachine.java,asyncPostProcess,[],Method,AsyncStateMachine,,org.apache.coyote,false
2396,D:\HDU\project\tomcat\java\org\apache\coyote\AsyncStateMachine.java,AsyncStateMachine.java,asyncComplete,[],Method,AsyncStateMachine,,org.apache.coyote,false
2397,D:\HDU\project\tomcat\java\org\apache\coyote\AsyncStateMachine.java,AsyncStateMachine.java,asyncTimeout,[],Method,AsyncStateMachine,,org.apache.coyote,false
2398,D:\HDU\project\tomcat\java\org\apache\coyote\AsyncStateMachine.java,AsyncStateMachine.java,asyncDispatch,[],Method,AsyncStateMachine,,org.apache.coyote,false
2399,D:\HDU\project\tomcat\java\org\apache\coyote\AsyncStateMachine.java,AsyncStateMachine.java,asyncError,[],Method,AsyncStateMachine,,org.apache.coyote,false
2400,D:\HDU\project\tomcat\java\org\apache\coyote\AsyncStateMachine.java,AsyncStateMachine.java,asyncRun,[Runnable runnable],Method,AsyncStateMachine,,org.apache.coyote,false
2401,D:\HDU\project\tomcat\java\org\apache\coyote\CompressionConfig.java,CompressionConfig.java,setCompression,[String compression],Method,CompressionConfig,,org.apache.coyote,false
2402,D:\HDU\project\tomcat\java\org\apache\coyote\CompressionConfig.java,CompressionConfig.java,getCompressibleMimeTypes,[],Method,CompressionConfig,,org.apache.coyote,false
2403,D:\HDU\project\tomcat\java\org\apache\coyote\CompressionConfig.java,CompressionConfig.java,useCompression,"[Request request, Response response]",Method,CompressionConfig,,org.apache.coyote,false
2404,D:\HDU\project\tomcat\java\org\apache\coyote\http11\AbstractHttp11Protocol.java,AbstractHttp11Protocol.java,destroy,[],Method,AbstractHttp11Protocol,AbstractProtocol,org.apache.coyote.http11,true
2405,D:\HDU\project\tomcat\java\org\apache\coyote\http11\AbstractHttp11Protocol.java,AbstractHttp11Protocol.java,setAllowedTrailerHeaders,[String commaSeparatedHeaders],Method,AbstractHttp11Protocol,AbstractProtocol,org.apache.coyote.http11,false
2406,D:\HDU\project\tomcat\java\org\apache\coyote\http11\AbstractHttp11Protocol.java,AbstractHttp11Protocol.java,configureUpgradeProtocol,[UpgradeProtocol upgradeProtocol],Method,AbstractHttp11Protocol,AbstractProtocol,org.apache.coyote.http11,false
2407,D:\HDU\project\tomcat\java\org\apache\coyote\http11\AbstractHttp11Protocol.java,AbstractHttp11Protocol.java,getUpgradeGroupInfo,[String upgradeProtocol],Method,AbstractHttp11Protocol,AbstractProtocol,org.apache.coyote.http11,false
2408,D:\HDU\project\tomcat\java\org\apache\coyote\http11\AbstractHttp11Protocol.java,AbstractHttp11Protocol.java,getONameForUpgrade,[String upgradeProtocol],Method,AbstractHttp11Protocol,AbstractProtocol,org.apache.coyote.http11,false
2409,D:\HDU\project\tomcat\java\org\apache\coyote\http11\AbstractHttp11Protocol.java,AbstractHttp11Protocol.java,createUpgradeProcessor,"[SocketWrapperBase<?> socket, UpgradeToken upgradeToken]",Method,AbstractHttp11Protocol,AbstractProtocol,org.apache.coyote.http11,true
2410,D:\HDU\project\tomcat\java\org\apache\coyote\http11\filters\BufferedInputFilter.java,BufferedInputFilter.java,setRequest,[Request request],Method,BufferedInputFilter,,org.apache.coyote.http11.filters,true
2411,D:\HDU\project\tomcat\java\org\apache\coyote\http11\filters\BufferedInputFilter.java,BufferedInputFilter.java,doRead,[ApplicationBufferHandler handler],Method,BufferedInputFilter,,org.apache.coyote.http11.filters,true
2412,D:\HDU\project\tomcat\java\org\apache\coyote\http11\filters\ChunkedInputFilter.java,ChunkedInputFilter.java,doRead,[ApplicationBufferHandler handler],Method,ChunkedInputFilter,,org.apache.coyote.http11.filters,true
2413,D:\HDU\project\tomcat\java\org\apache\coyote\http11\filters\ChunkedInputFilter.java,ChunkedInputFilter.java,end,[],Method,ChunkedInputFilter,,org.apache.coyote.http11.filters,true
2414,D:\HDU\project\tomcat\java\org\apache\coyote\http11\filters\ChunkedInputFilter.java,ChunkedInputFilter.java,recycle,[],Method,ChunkedInputFilter,,org.apache.coyote.http11.filters,true
2415,D:\HDU\project\tomcat\java\org\apache\coyote\http11\filters\ChunkedInputFilter.java,ChunkedInputFilter.java,parseChunkHeader,[],Method,ChunkedInputFilter,,org.apache.coyote.http11.filters,false
2416,D:\HDU\project\tomcat\java\org\apache\coyote\http11\filters\ChunkedInputFilter.java,ChunkedInputFilter.java,parseCRLF,[boolean tolerant],Method,ChunkedInputFilter,,org.apache.coyote.http11.filters,false
2417,D:\HDU\project\tomcat\java\org\apache\coyote\http11\filters\ChunkedInputFilter.java,ChunkedInputFilter.java,parseHeader,[],Method,ChunkedInputFilter,,org.apache.coyote.http11.filters,false
2418,D:\HDU\project\tomcat\java\org\apache\coyote\http11\filters\ChunkedOutputFilter.java,ChunkedOutputFilter.java,,,Static Initializer,ChunkedOutputFilter,,org.apache.coyote.http11.filters,false
2419,D:\HDU\project\tomcat\java\org\apache\coyote\http11\filters\ChunkedOutputFilter.java,ChunkedOutputFilter.java,doWrite,[ByteBuffer chunk],Method,ChunkedOutputFilter,,org.apache.coyote.http11.filters,true
2420,D:\HDU\project\tomcat\java\org\apache\coyote\http11\filters\ChunkedOutputFilter.java,ChunkedOutputFilter.java,end,[],Method,ChunkedOutputFilter,,org.apache.coyote.http11.filters,true
2421,D:\HDU\project\tomcat\java\org\apache\coyote\http11\filters\GzipOutputFilter.java,GzipOutputFilter.java,doWrite,[ByteBuffer chunk],Method,GzipOutputFilter,,org.apache.coyote.http11.filters,true
2422,D:\HDU\project\tomcat\java\org\apache\coyote\http11\filters\GzipOutputFilter.java,GzipOutputFilter.java,flush,[],Method,GzipOutputFilter,,org.apache.coyote.http11.filters,true
2423,D:\HDU\project\tomcat\java\org\apache\coyote\http11\filters\IdentityInputFilter.java,IdentityInputFilter.java,doRead,[ApplicationBufferHandler handler],Method,IdentityInputFilter,,org.apache.coyote.http11.filters,true
2424,D:\HDU\project\tomcat\java\org\apache\coyote\http11\filters\IdentityInputFilter.java,IdentityInputFilter.java,end,[],Method,IdentityInputFilter,,org.apache.coyote.http11.filters,true
2425,D:\HDU\project\tomcat\java\org\apache\coyote\http11\filters\IdentityOutputFilter.java,IdentityOutputFilter.java,doWrite,[ByteBuffer chunk],Method,IdentityOutputFilter,,org.apache.coyote.http11.filters,true
2426,D:\HDU\project\tomcat\java\org\apache\coyote\http11\filters\SavedRequestInputFilter.java,SavedRequestInputFilter.java,doRead,[ApplicationBufferHandler handler],Method,SavedRequestInputFilter,,org.apache.coyote.http11.filters,true
2427,D:\HDU\project\tomcat\java\org\apache\coyote\http11\Http11InputBuffer.java,Http11InputBuffer.java,Http11InputBuffer,"[Request request, int headerBufferSize, HttpParser httpParser]",Constructor,Http11InputBuffer,,org.apache.coyote.http11,false
2428,D:\HDU\project\tomcat\java\org\apache\coyote\http11\Http11InputBuffer.java,Http11InputBuffer.java,addFilter,[InputFilter filter],Method,Http11InputBuffer,,org.apache.coyote.http11,false
2429,D:\HDU\project\tomcat\java\org\apache\coyote\http11\Http11InputBuffer.java,Http11InputBuffer.java,addActiveFilter,[InputFilter filter],Method,Http11InputBuffer,,org.apache.coyote.http11,false
2430,D:\HDU\project\tomcat\java\org\apache\coyote\http11\Http11InputBuffer.java,Http11InputBuffer.java,recycle,[],Method,Http11InputBuffer,,org.apache.coyote.http11,false
2431,D:\HDU\project\tomcat\java\org\apache\coyote\http11\Http11InputBuffer.java,Http11InputBuffer.java,nextRequest,[],Method,Http11InputBuffer,,org.apache.coyote.http11,false
2432,D:\HDU\project\tomcat\java\org\apache\coyote\http11\Http11InputBuffer.java,Http11InputBuffer.java,parseRequestLine,"[boolean keptAlive, int connectionTimeout, int keepAliveTimeout]",Method,Http11InputBuffer,,org.apache.coyote.http11,false
2433,D:\HDU\project\tomcat\java\org\apache\coyote\http11\Http11InputBuffer.java,Http11InputBuffer.java,parseHeaders,[],Method,Http11InputBuffer,,org.apache.coyote.http11,false
2434,D:\HDU\project\tomcat\java\org\apache\coyote\http11\Http11InputBuffer.java,Http11InputBuffer.java,parseInvalid,"[int startPos, ByteBuffer buffer]",Method,Http11InputBuffer,,org.apache.coyote.http11,false
2435,D:\HDU\project\tomcat\java\org\apache\coyote\http11\Http11InputBuffer.java,Http11InputBuffer.java,available,[boolean read],Method,Http11InputBuffer,,org.apache.coyote.http11,false
2436,D:\HDU\project\tomcat\java\org\apache\coyote\http11\Http11InputBuffer.java,Http11InputBuffer.java,init,[SocketWrapperBase<?> socketWrapper],Method,Http11InputBuffer,,org.apache.coyote.http11,false
2437,D:\HDU\project\tomcat\java\org\apache\coyote\http11\Http11InputBuffer.java,Http11InputBuffer.java,fill,[boolean block],Method,Http11InputBuffer,,org.apache.coyote.http11,false
